track_seg_point_id,ele,time,speed,longitude,latitude
0,382.792097217,2019-07-12T14:34:15,0.9875820279121399,-5.036031317,7.696816712
1,382.55661573,2019-07-12T14:34:16,0.9906799793243408,-5.036041753,7.696814943
2,382.320278732,2019-07-12T14:34:17,0.9852349758148193,-5.036049524,7.696812143
3,382.111235051,2019-07-12T14:34:18,0.9787499904632568,-5.036054673,7.696808714
4,381.925733992,2019-07-12T14:34:19,0.9709420204162598,-5.036063214,7.696803582
5,381.752514625,2019-07-12T14:34:20,0.9639530181884766,-5.036073803,7.696798504
6,381.568556028,2019-07-12T14:34:21,0.9623730182647705,-5.036085065,7.696794272
7,381.36581694,2019-07-12T14:34:22,0.9639620184898376,-5.036094797,7.696791953
8,381.158530027,2019-07-12T14:34:23,0.9641559720039368,-5.036102109,7.69679152
9,380.943499877,2019-07-12T14:34:24,0.9658740162849426,-5.036112823,7.696790951
10,380.72291139,2019-07-12T14:34:25,0.9716960191726685,-5.036123914,7.696788367
11,380.510303617,2019-07-12T14:34:26,0.9818819761276245,-5.036133974,7.696782771
